Fecha,Casos totales acumulados,Casos activos confirmados,Fallecidos,Casos confirmados recuperados,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas,Casos nuevos reportados por laboratorio,Casos probables acumulados,Casos activos probables,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos nuevos confirmados por antigeno,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales
08-06-2020,138846,24334,2264,112248,4696,4237,459,,,,,,,2264,
09-06-2020,142759,23115,2283,117361,3913,3587,326,,,,,,,2283,
10-06-2020,148496,24201,2475,121820,5737,5226,511,,,,,,,2475,
11-06-2020,154092,25000,2648,126444,5596,5089,507,,,,,,,2648,
12-06-2020,160846,26618,2870,131358,6754,6217,537,,,,,,,2870,
13-06-2020,167355,26958,3101,137296,6509,5969,540,,,,,,,3101,
14-06-2020,174293,27266,3323,143704,6938,6368,570,,,,,,,3323,
15-06-2020,179436,27282,3362,148792,5143,4660,483,,,,,,,3362,
16-06-2020,184449,24834,3383,156232,5013,4498,515,,,,,,,3383,
17-06-2020,220628,35082,3615,181931,4757,4320,437,,,,,,,3615,
18-06-2020,225103,34821,3841,186441,4475,4060,383,32,,,,,,3841,
19-06-2020,231393,35809,4093,191491,6290,5016,599,675,,,,,,4093,3079
20-06-2020,236748,35844,4295,196609,5355,4564,418,373,,,,,,4295,
21-06-2020,242355,37307,4479,200569,5607,4181,594,832,21897,10482,,,,4479,
22-06-2020,246963,37064,4502,205397,4608,3710,399,499,22307,10029,,,,4502,
23-06-2020,250767,35692,4505,210570,3804,3078,336,390,24881,9403,,,,4505,
24-06-2020,254416,34592,4731,215093,3649,3020,264,365,26184,9674,,,,4731,
25-06-2020,259064,34834,4903,219327,4648,3778,423,447,27193,9646,,,,4903,
26-06-2020,263360,34861,5068,223431,4296,3422,413,461,28133,9720,,,,5068,
27-06-2020,267766,34364,5347,228055,4406,3481,426,499,29019,9659,,,,5347,
28-06-2020,271982,34263,5509,232210,4216,3396,402,418,29733,9595,,,,5509,
29-06-2020,275999,34270,5575,236016,4017,3092,432,493,30362,9320,,,,5575,2846
30-06-2020,279393,32476,5688,241229,3394,2690,338,366,30582,8385,,,,5688,
01-07-2020,282043,30847,5753,245443,2650,2134,300,216,30980,7806,,,,5753,
02-07-2020,284541,29374,5920,249247,2498,2042,230,226,32013,7921,,,,5920,
03-07-2020,288089,28695,6051,253343,3548,2703,322,523,32578,7543,,,,6051,
04-07-2020,291847,28210,6192,257445,3758,2951,371,436,33933,7986,,,,6192,3102
05-07-2020,295532,28194,6308,261032,3685,2852,438,395,34651,7785,,,,6308,
06-07-2020,298557,27804,6384,264371,3025,2354,404,267,34901,7263,,,,6384,
07-07-2020,301019,26340,6434,268245,2462,1946,266,250,35134,6536,,,,6434,
08-07-2020,303083,24807,6573,271703,2064,1638,265,161,35905,6513,,,,6573,
09-07-2020,306216,24612,6682,274922,3133,2395,432,306,36640,6518,,,,6682,
10-07-2020,309274,24440,6781,278053,3058,2392,460,206,37400,6633,,,,6781,3484
11-07-2020,312029,24008,6881,280161,2755,2219,405,131,38090,6609,,,,6881,
12-07-2020,315041,24166,6979,283902,3012,2371,389,252,38724,6637,,,,6979,
13-07-2020,317657,24077,7024,286556,2616,1985,451,180,39038,6321,,,,7024,
14-07-2020,319493,23205,7069,289220,1836,1444,244,148,39219,5800,,,,7069,
15-07-2020,321205,21934,7186,292085,1712,1400,186,126,39270,5601,,,,7186,
16-07-2020,323698,21107,7290,295301,2475,1949,367,159,38833,5390,,,,7290,
17-07-2020,326539,21378,8347,296814,2840,2125,545,170,40056,4922,,,,8347,
18-07-2020,328846,20952,8445,299449,2185,1624,373,188,39477,4227,,,,8445,
19-07-2020,330930,20633,8503,301794,2082,1615,359,108,38695,3487,,,,8503,3932
20-07-2020,333029,20404,8633,303992,2099,1599,340,160,38294,2743,,,,8633,
21-07-2020,334683,19190,8677,306816,1656,1342,230,84,39828,2414,,,,8677,
22-07-2020,336402,18439,8722,309241,1741,1391,238,112,39568,1853,,,,8722,
23-07-2020,338759,18490,8838,311431,2371,1841,379,151,39282,1511,,,,8838,
24-07-2020,341304,18694,8914,313696,2545,2005,373,167,39930,1305,,,,8914,
25-07-2020,343592,18403,9020,316169,2287,1752,399,136,39757,1076,,,,9020,4183
26-07-2020,345790,18583,9112,318095,2198,1620,449,129,39686,887,,,,9112,
27-07-2020,347923,18782,9187,319954,2133,1475,487,171,39662,730,,,,9187,
28-07-2020,349800,18228,9240,322332,1876,1236,462,178,39625,640,,,,9240,
29-07-2020,351575,17740,9278,324557,1773,1294,346,133,39554,629,,,,9278,
30-07-2020,353536,17531,9377,326628,1948,1428,388,132,39523,616,,,,9377,
31-07-2020,355667,17883,9457,328327,2123,1540,450,133,39594,654,,,,9457,
01-08-2020,357658,17621,9533,330507,1979,1426,440,113,39616,645,,,,9533,
02-08-2020,359731,17712,9608,332411,2081,1482,473,126,39600,665,,,,9608,3893
03-08-2020,361493,17810,9707,333976,1762,1119,527,116,39649,622,,,,9707,
04-08-2020,362962,16887,9745,336330,1462,1049,350,63,39638,547,,,,9745,
05-08-2020,364723,16640,9792,338291,1781,1216,482,83,40683,1207,,,,9792,
06-08-2020,366671,16614,9889,340168,1947,1383,403,161,41400,1625,,,,9889,
07-08-2020,368825,16699,9958,342168,2149,1479,570,100,42049,2028,,,,9958,
08-08-2020,371023,16880,10011,344133,2201,1511,604,86,42506,2298,,,,10011,3928
09-08-2020,373056,17153,10077,345826,2036,1452,502,82,42999,2638,,,,10077,3928
10-08-2020,375044,17563,10139,347342,1988,1319,605,64,43152,2669,,,,10139,
11-08-2020,376616,16897,10178,349541,1566,1061,424,81,43300,2625,,,,10178,
12-08-2020,378168,16544,10205,351419,1540,1071,421,48,43921,2970,,,,10205,
13-08-2020,380034,16604,10299,353131,1852,1343,425,84,44501,3247,,,,10299,
14-08-2020,382111,16734,10340,355037,2077,1396,616,65,44984,3535,,,,10340,
15-08-2020,383902,16556,10395,356951,1777,1158,552,67,45327,3641,,,,10395,4012
16-08-2020,385946,16666,10452,358828,2086,1383,634,69,45731,3702,,,,10452,
17-08-2020,387502,16604,10513,360385,1556,1012,480,64,45818,3489,,,,10513,
18-08-2020,388855,15869,10546,362440,1336,846,443,47,45939,3184,,,,10546,
19-08-2020,390037,15174,10578,364285,1233,876,316,41,46333,3210,,,,10578,
20-08-2020,391849,15116,10671,366063,1813,1265,453,95,46657,3189,,,,10671,
21-08-2020,393769,15149,10723,367897,1920,1328,496,96,47054,3290,,,,10723,
22-08-2020,395708,15186,10792,369730,1926,1267,600,59,47408,3333,,,,10792,4146
23-08-2020,397665,15634,10852,371179,1942,1315,554,73,47879,3459,,,,10852,
24-08-2020,399568,16188,10916,372464,1903,1265,580,58,47959,3240,,,,10916,
25-08-2020,400985,15564,10958,374463,1406,887,473,46,48096,2933,,,,10958,
26-08-2020,402365,15107,10990,376268,1371,993,316,62,48588,3074,,,,10990,
27-08-2020,404102,15108,11072,377922,1739,1197,450,92,48517,2728,,,,11072,
28-08-2020,405972,15388,11132,379452,1868,1227,543,98,49622,3518,,,,11132,
29-08-2020,408009,15645,11181,381183,2033,1330,645,58,49954,3595,,,,11181,4324
30-08-2020,409974,16146,11244,382584,1966,1277,616,73,50424,3771,,,,11244,
31-08-2020,411726,16558,11289,383879,1753,1177,507,69,50502,3581,,,,11289,
01-09-2020,413145,16034,11321,385790,1415,926,436,53,50638,3331,,,,11321,
02-09-2020,414739,15712,11344,387683,1582,1114,418,50,51161,3543,,,,11344,
03-09-2020,416501,15670,11422,389409,1758,1275,404,79,51643,3709,,,,11422,
04-09-2020,418469,15727,11494,391248,1965,1319,565,81,52067,3764,,,,11494,
05-09-2020,420434,15916,11551,392967,1961,1368,538,55,52526,3858,,,,11551,4272
06-09-2020,422510,16519,11592,394399,2077,1364,631,82,52914,3872,,,,11592,
07-09-2020,424274,16905,11652,395717,1764,1175,545,44,53132,3731,,,,11652,
08-09-2020,425541,16129,11682,397730,1263,839,397,27,53226,3437,,,,11682,
09-09-2020,427027,15770,11702,399555,1482,1048,402,32,53734,3595,,,,11702,
10-09-2020,428669,15532,11781,401356,1639,1139,452,48,54253,3744,,,,11781,
11-09-2020,430535,15621,11850,403064,1860,1304,509,47,54742,3868,,,,11850,
12-09-2020,432666,15852,11895,404919,2135,1407,667,61,55177,4015,,,,11895,4327
13-09-2020,434748,16473,11949,406326,2082,1413,592,77,55551,4082,,,,11949,
14-09-2020,436433,16695,12013,407725,1685,1064,561,60,55702,3915,,,,12013,
15-09-2020,437983,15999,12040,409944,1536,1025,479,32,55769,3525,,,,12040,
16-09-2020,439287,15377,12058,411853,1305,918,353,34,56269,3658,,,,12058,
17-09-2020,441150,15080,12142,413928,1860,1283,540,37,56677,3657,,,,12142,
18-09-2020,442827,14647,12199,415981,1673,1097,510,66,57015,3627,,,,12199,
19-09-2020,444674,14319,12254,418101,1848,1230,576,42,57317,3543,,,,12254,4434
20-09-2020,446274,14242,12286,419746,1600,1048,485,67,57350,3245,,,,12286,
21-09-2020,447468,14059,12298,421111,1194,832,337,25,57464,3018,,,,12298,
22-09-2020,448523,13026,12321,423176,1054,814,219,21,57610,2773,,,,12321,
23-09-2020,449903,12393,12345,425165,1372,1016,325,31,58110,2891,,,,12345,
24-09-2020,451634,12289,12469,426876,1731,1282,395,54,58624,3071,,,,12469,
25-09-2020,453868,12761,12527,428580,2222,1475,694,53,59096,3192,,,,12527,
26-09-2020,455979,13129,12591,430259,2109,1458,594,57,59645,3372,,,,12591,4484
27-09-2020,457901,13556,12641,431704,1923,1233,616,74,60090,3491,,,,12641,
28-09-2020,459671,13957,12698,433016,1770,1112,601,57,60293,3419,,,,12698,
29-09-2020,461300,13781,12725,434794,1622,1036,552,34,60357,3147,,,,12725,
30-09-2020,462991,13661,12741,436589,1684,1185,449,50,60824,3315,,,,12741,
01-10-2020,464750,13780,12822,438148,1760,1198,511,51,61268,3509,,,,12822,
02-10-2020,466590,14116,12867,439607,1839,1208,585,46,61629,3604,,,,12867,
03-10-2020,468471,14671,12919,440881,1880,1184,605,91,61808,3512,,,,12919,4561
04-10-2020,470179,15130,12979,442070,1708,1016,630,62,62033,3443,,,,12979,
05-10-2020,471746,15256,13037,443453,1567,984,481,102,62112,3172,,,,13037,
06-10-2020,473306,14818,13070,445418,1554,1019,500,35,62178,2833,,,,13070,
07-10-2020,474440,14297,13090,447053,1131,803,309,19,62654,2967,,,,13090,
08-10-2020,476016,14139,13167,448710,1575,1104,440,31,62937,2924,,,,13167,
09-10-2020,477769,14252,13220,450297,1750,1228,492,30,63282,2955,,,,13220,
10-10-2020,479595,14269,13272,452054,1824,1200,581,43,63613,2986,,,,13272,4684
11-10-2020,481371,14701,13318,453352,1776,1132,562,82,63927,3008,,,,13318,
12-10-2020,482888,15025,13379,454484,1517,941,525,51,64021,2816,,,,13379,
13-10-2020,484280,14385,13396,456499,1392,898,462,32,64116,2573,,,,13396,
14-10-2020,485372,13884,13415,458073,1089,822,256,11,64189,2446,,,,13415,
15-10-2020,486496,13526,13434,459536,1122,889,210,23,64577,2583,,,,13434,
16-10-2020,488190,13564,13529,461097,1689,1141,510,38,64966,2735,,,,13529,
17-10-2020,490003,13703,13588,462712,1811,1189,600,22,65245,2781,,,,13588,4725
18-10-2020,491760,14182,13635,463943,1759,1149,591,19,65536,2809,,,,13635,
19-10-2020,493305,14608,13676,465021,1545,1034,476,35,65630,2670,,,,13676,
20-10-2020,494478,14049,13702,466643,1099,726,345,28,65715,2448,,,,13702,
21-10-2020,495637,13565,13719,468269,1152,830,311,11,66056,2545,,,,13719,
22-10-2020,497131,13490,13792,469765,1495,1030,428,37,66411,2657,,,,13792,
23-10-2020,498906,13635,13844,471343,1773,1160,584,29,66702,2714,,,,13844,
24-10-2020,500542,9990,13892,476576,1631,1121,491,19,67030,2063,,,,13892,4798
25-10-2020,502063,9784,13944,478252,1540,1026,491,23,67317,2093,,,,13944,
26-10-2020,503598,9634,14003,479877,1505,1010,472,23,67400,1920,,,,14003,
27-10-2020,504525,9035,14026,481379,922,569,300,53,67462,1693,,,,14026,
28-10-2020,505530,8507,14032,482906,1004,738,234,32,67836,1827,,,,14032,
29-10-2020,507050,8925,14118,483922,1519,1064,425,30,68164,1908,,,,14118,
30-10-2020,508571,9176,14158,485152,1529,965,535,29,68378,1905,,,,14158,
31-10-2020,510256,9121,14207,486642,1686,1077,579,30,68675,1944,,,,14207,4863
01-11-2020,511864,9164,14247,488166,1607,1031,548,28,68933,1925,,,,14247,
02-11-2020,513188,9074,14302,489525,1314,824,477,13,69004,1775,,,,14302,
03-11-2020,514202,8776,14319,490820,1009,688,308,13,69046,1616,,,,14319,
04-11-2020,515042,8266,14340,492149,846,633,200,13,69402,1712,,,,14340,
05-11-2020,516582,8640,14404,493250,1540,1044,458,38,69672,1732,,,,14404,
06-11-2020,518390,9346,14450,494303,1801,1145,605,51,69879,1698,,,,14450,
07-11-2020,519977,9334,14499,495852,1568,1026,519,23,70171,1721,,,,14499,4943
08-11-2020,521558,9311,14543,497411,1576,1058,514,4,70468,1807,,,,14543,
09-11-2020,522879,9094,14588,498904,1318,836,456,26,70552,1658,,,,14588,
10-11-2020,523907,8861,14611,500142,1083,687,371,25,70608,1535,,,,14611,
11-11-2020,524804,8451,14633,501426,904,636,253,15,70979,1721,,,,14633,
12-11-2020,526438,8968,14699,502475,1631,1145,468,18,71251,1804,,,,14699,
13-11-2020,528030,9454,14738,503540,1592,1012,543,37,71503,1853,,,,14738,
14-11-2020,529676,9358,14777,505243,1644,1093,536,15,71790,1857,,,,14777,5005
15-11-2020,531273,9455,14819,506700,1597,1029,545,23,72024,1849,,,,14819,
16-11-2020,532604,9374,14863,508067,1331,848,447,36,72116,1729,,,,14863,
17-11-2020,533610,9025,14883,509401,1003,656,317,30,72204,1594,,,,14883,
18-11-2020,534558,8592,14897,510766,945,697,242,6,72597,1760,,,,14897,
19-11-2020,536012,8880,14955,511874,1455,1051,386,18,72953,1892,,,,14955,
20-11-2020,537585,9351,15003,512927,1573,1071,479,23,73244,1982,,,,15003,
21-11-2020,539143,9224,15030,514584,1550,1019,502,29,73506,1968,,,,15030,5059
22-11-2020,540640,9145,15069,516121,1497,961,522,14,73795,2026,,,,15069,
23-11-2020,542080,9144,15106,517524,1440,903,505,32,73858,1860,,,,15106,
24-11-2020,543087,8816,15131,518834,1005,702,287,16,73938,1705,,,,15131,
25-11-2020,544092,8468,15138,520180,1004,780,218,6,74346,1891,,,,15138,
26-11-2020,545662,8872,15235,521247,1564,1082,469,13,74661,1974,,,,15235,
27-11-2020,547223,9379,15278,522259,1570,1014,537,19,74942,2040,,,,15278,
28-11-2020,548941,9519,15322,523792,1718,1133,575,10,75190,2010,,,,15322,5117
29-11-2020,550430,9554,15356,525212,1489,993,485,11,75531,2109,,,,15356,
30-11-2020,551743,9418,15410,526604,1313,884,410,19,75606,1933,,,,15410,
01-12-2020,552864,9089,15430,528034,1119,747,354,18,75655,1748,,,,15430,
02-12-2020,553898,8647,15438,529501,1035,773,245,17,76018,1865,,,,15438,
03-12-2020,555406,9104,15519,530470,1507,1079,409,19,76383,1999,,,,15519,
04-12-2020,557135,9719,15558,531543,1729,1155,552,22,76697,2044,,,,15558,
05-12-2020,558668,9509,15592,533250,1533,1014,494,25,77021,2031,,,,15592,5175
06-12-2020,560382,9646,15628,534789,1710,1078,583,49,77120,1906,,,,15628,
07-12-2020,562142,9892,15663,536267,1760,1132,583,45,77350,1893,,,,15663,
08-12-2020,563534,9806,15680,537727,1389,958,406,25,77390,1726,,,,15680,
09-12-2020,564778,9596,15690,539171,1247,945,287,15,77802,1879,,,,15690,
10-12-2020,566440,10057,15774,540288,1662,1128,517,17,77925,1783,,,,15774,
11-12-2020,567974,10526,15782,541345,1531,1112,399,20,78366,2006,,,,15782,
12-12-2020,569781,10530,15846,543083,1807,1281,491,35,78715,2088,,,,15846,5305
13-12-2020,571919,10887,15886,544822,2139,1427,684,28,79067,2188,,,,15886,
14-12-2020,573830,11035,15931,546538,1911,1243,647,21,79177,2063,,,,15931,
15-12-2020,575329,10864,15949,548190,1498,1064,412,22,79270,1889,,,,15949,
16-12-2020,576731,10594,15959,549852,1402,1052,330,20,79817,2220,,,,15959,
17-12-2020,578732,11199,16007,551200,1998,1414,535,49,80295,2435,,,,16007,
18-12-2020,581135,12468,16051,552289,2404,1551,809,44,80694,2576,,,,16051,
19-12-2020,583354,12591,16101,554333,2217,1517,666,34,81093,2618,,,,16101,5320
20-12-2020,585545,13105,16154,555956,2191,1411,740,40,81363,2589,,,,16154,
21-12-2020,587488,13047,16197,557913,1943,1276,614,53,81496,2450,,,,16197,
22-12-2020,589189,12794,16217,559845,1699,1086,576,37,81608,2275,,,,16217,
23-12-2020,590914,12561,16228,561794,1726,1281,414,31,82085,2473,,,,16228,
24-12-2020,593310,13214,16303,563457,2395,1598,741,56,82518,2555,,,,16303,
25-12-2020,595831,14133,16358,565002,2520,1597,860,63,82871,2580,,,,16358,
26-12-2020,598394,14275,16404,567376,2564,1618,864,82,83082,2374,,,,16404,5459
27-12-2020,600105,13745,16443,569578,1711,1105,565,41,83161,2154,,,,16443,
28-12-2020,602028,13572,16443,571674,1923,1395,489,39,83329,2001,,,,16443,
29-12-2020,603986,13477,16488,573681,1958,1410,499,49,83505,1929,,,,16488,
30-12-2020,605950,13514,16499,575595,1961,1554,363,44,84213,2350,,,,16499,
31-12-2020,608973,14638,16608,577382,3022,2036,873,113,84939,2780,,,,16608,
01-01-2021,612564,16355,16660,579203,3588,2321,1132,135,85483,3041,,,,16660,
02-01-2021,615902,16870,16724,581961,3338,2055,1165,118,85863,3088,,,,16724,5625
03-01-2021,618191,16620,16767,584457,2289,1492,753,44,86032,2922,,,,16767,
04-01-2021,620641,16626,16767,586900,2450,1751,645,54,86280,2875,,,,16767,
05-01-2021,623101,16885,16788,589081,2457,1885,519,53,86496,2797,,,,16788,
06-01-2021,625483,17239,16816,591081,2378,1896,439,43,87278,3238,,,,16816,
07-01-2021,629176,18679,16913,593235,3685,2614,944,127,88126,3693,,,,16913,
08-01-2021,633381,20259,16974,595799,4201,2685,1356,160,88912,3997,,,,16974,
09-01-2021,637742,20749,17037,599604,4361,2762,1428,171,89545,4073,,,,17037,5807
10-01-2021,641923,21613,17096,602861,4181,2663,1391,127,90241,4323,,,,17096,
11-01-2021,645892,22309,17162,606055,3970,2451,1363,156,90567,4250,,,,17162,
12-01-2021,649135,22798,17182,608804,3238,2043,1045,150,90777,4071,,,,17182,
13-01-2021,652525,23407,17204,611564,3394,2328,963,103,91669,4427,,,,17204,
14-01-2021,656712,24800,17294,614267,4177,2725,1302,150,92526,4743,,,,17294,
15-01-2021,661180,26088,17369,617372,4471,2899,1403,169,93218,4829,,,,17369,
16-01-2021,665493,25442,17435,622321,4313,2677,1471,165,93957,4731,,,,17435,5751
17-01-2021,669832,25429,17477,626528,4340,2777,1418,145,94721,4882,,,,17477,
18-01-2021,673750,25008,17547,630818,3918,2430,1354,134,94921,4467,,,,17547,
19-01-2021,677151,24246,17573,634960,3400,2283,1002,115,95146,4135,,,,17573,
20-01-2021,680740,23647,17594,639091,3583,2468,1010,105,96118,4510,,,,17594,
21-01-2021,685107,25048,17702,642004,4363,3049,1147,167,97062,4872,,,,17702,
22-01-2021,690066,26889,17786,645035,4956,3296,1497,163,97834,5032,,,,17786,
23-01-2021,694647,26633,17854,649802,4550,2760,1597,193,98594,5056,,,,17854,5861
24-01-2021,699110,26682,17933,654101,4498,2822,1438,238,99339,5145,,,,17933,
25-01-2021,703178,26475,17999,658324,4068,2534,1307,227,99629,4758,,,,17999,
26-01-2021,706500,25659,18023,662460,3322,2054,1099,169,99815,4301,,,,18023,
27-01-2021,709888,24690,18040,666799,3371,2423,849,99,100741,4569,,,,18040,
28-01-2021,714143,25259,18174,670336,4260,2896,1186,178,101555,4691,,,,18174,
29-01-2021,718749,26535,18257,673582,4606,2941,1447,218,102381,4846,,,,18257,
30-01-2021,722900,26594,18339,677602,4160,2622,1366,172,103243,4808,,,,18339,6090
31-01-2021,727109,26290,18452,681981,4209,2628,1362,219,104001,4897,,,,18452,
01-02-2021,730888,25589,18537,686374,3779,2278,1334,167,104163,4394,,,,18537,
02-02-2021,734035,24457,18559,690653,3138,2015,1021,102,104431,4079,,,,18559,
03-02-2021,736645,22739,18576,694960,2616,1828,687,101,105236,4305,,,,18576,
04-02-2021,740237,22887,18731,698248,3589,2456,1013,120,106010,4453,,,,18731,
05-02-2021,744019,23521,18808,701315,3786,2445,1188,153,106633,4506,,,,18808,
06-02-2021,748082,22791,18895,706020,4063,2616,1256,191,107304,4363,,,,18895,6284
07-02-2021,751886,22493,18974,710029,3804,2411,1221,172,107738,4100,,,,18974,
08-02-2021,755350,22194,19056,713711,3464,2191,1099,174,107881,3655,,,,19056,
09-02-2021,758189,21418,19084,717308,2829,1911,797,121,108072,3282,,,,19084,
10-02-2021,760576,20239,19105,720852,2399,1792,509,98,108827,3511,,,,19105,
11-02-2021,764307,21171,19262,723493,3729,2600,1000,129,109434,3702,,,,19262,
12-02-2021,768471,22799,19345,725945,4169,2756,1240,173,109987,3813,,,,19345,
13-02-2021,772395,22363,19443,730204,3920,2537,1191,192,110590,3756,,,,19443,6511
14-02-2021,776209,22484,19541,733731,3815,2502,1147,166,111122,3781,,,,19541,
15-02-2021,779541,22399,19624,737126,3333,2172,1038,123,111242,3444,,,,19624,
16-02-2021,782039,21539,19644,740465,2547,1782,635,130,111422,3205,,,,19644,
17-02-2021,784314,20958,19659,743306,2330,1779,437,114,112289,3585,,,,19659,
18-02-2021,788142,21636,19798,746314,3866,2596,990,280,112536,3425,,,,19798,
19-02-2021,791939,22728,19897,748920,3827,2470,1099,258,113328,3779,,,,19897,
20-02-2021,795845,22438,19974,753037,3893,2550,1175,168,113899,3832,,,,19974,6726
21-02-2021,799460,22202,20042,756764,3618,2410,1084,124,114424,3885,,,,20042,
22-02-2021,803009,21904,20126,760577,3547,2331,1009,207,114485,3507,,,,20126,
23-02-2021,805317,20848,20151,763904,2356,1563,648,145,114687,3276,,,,20151,
24-02-2021,807872,19970,20173,767332,2554,1998,468,88,115588,3705,,,,20173,
25-02-2021,812344,21383,20310,770190,4181,2913,1080,188,117060,4690,61,316,0,20310,
26-02-2021,816929,23178,20400,772951,4586,3210,1215,161,118837,5977,179,339,75,20400,
27-02-2021,821418,23585,20476,776955,4523,3088,1194,241,119795,6217,242,343,58,20476,6877
28-02-2021,825625,24106,20572,780530,4208,2612,1144,452,119657,5465,239,349,2,20572,
01-03-2021,829770,24466,20660,784213,4082,2732,1061,289,121906,6726,345,352,42,20660,
02-03-2021,832512,23721,20684,787700,2747,1963,643,141,122904,6455,390,355,35,20684,
03-03-2021,835552,23913,20704,790528,3053,2387,503,163,124894,7195,493,357,88,20704,
04-03-2021,840119,25051,20838,793819,4567,3192,1145,230,126721,7688,577,361,76,20838,
05-03-2021,845450,27317,20928,796791,5325,3671,1408,246,128334,7957,687,368,95,20928,
06-03-2021,850483,27523,21008,801537,5037,3508,1279,250,129652,8014,734,370,55,21008,6926
07-03-2021,855785,28557,21077,805717,5280,3562,1439,279,131086,8302,832,377,70,21077,
08-03-2021,860533,28987,21163,809941,4733,3157,1327,249,131845,7728,906,384,60,21163,
09-03-2021,864064,28371,21182,814088,3528,2464,919,145,132714,7282,971,387,44,21182,
10-03-2021,867949,27982,21206,818337,3958,3024,708,226,135016,8237,1061,389,105,21206,
11-03-2021,873512,30428,21362,821294,5566,3912,1282,372,137255,9150,1162,391,85,21362,
12-03-2021,879485,32707,21451,824899,5983,4123,1541,319,139193,9633,1297,396,115,21451,
13-03-2021,885379,32705,21574,830698,5928,4052,1520,356,140835,9756,1399,403,102,21574,7112
14-03-2021,891110,33290,21674,835669,5734,3911,1493,330,142492,10031,1521,408,122,21674,
15-03-2021,896231,33379,21772,840668,5117,3390,1362,365,143392,9458,1607,416,83,21772,
16-03-2021,900782,32867,21789,845712,4591,3303,1076,212,144182,8808,1711,423,73,21789,
17-03-2021,905212,31826,21816,851154,4395,3323,821,251,146590,9855,1917,428,167,21816,
18-03-2021,911469,34228,21988,854827,6249,4391,1426,432,149029,10718,2101,431,142,21988,
19-03-2021,918053,36433,22087,859097,6604,4482,1774,348,151409,11490,2256,439,141,22087,
20-03-2021,925089,37048,22180,865413,7084,4711,1872,501,153307,11731,2424,445,157,22180,7360
21-03-2021,931939,37958,22279,871234,6836,4590,1745,501,155004,11958,2584,450,147,22279,
22-03-2021,938094,38024,22359,877189,6155,4142,1547,466,155939,11113,2725,457,142,22359,
23-03-2021,942958,37304,22384,882772,4948,3532,1133,283,156697,10675,2858,461,147,22384,
24-03-2021,947783,36054,22402,888826,4826,3795,794,237,159514,12060,3143,467,266,22402,
25-03-2021,954762,38699,22524,892973,7023,4971,1568,484,161535,12681,3339,472,211,22524,
26-03-2021,962321,41151,22587,897975,7626,5206,1850,570,163200,12985,3489,484,176,22587,
27-03-2021,969913,41177,22653,905435,7588,5135,1884,569,165060,12961,3662,492,180,22653,7729
28-03-2021,977243,41767,22754,912058,7326,4787,1684,855,166762,13129,3829,502,163,22754,
29-03-2021,984484,42509,23070,918446,7247,4668,1739,840,167233,12083,3974,517,154,23070,
30-03-2021,989492,41335,23107,924612,5394,3427,1244,723,167742,11275,4129,528,138,23107,
